category,shopping_mall,age,quantity,price,month
7,4,37,2,19,0
1,5,51,4,32,9
1,7,32,4,32,6
1,6,23,1,26,5
0,3,25,2,12,0
3,2,16,1,1,10
1,5,16,3,30,11
3,3,30,0,0,1
2,4,34,4,24,11
3,8,10,2,4,11
3,4,39,2,4,4
0,4,46,2,12,2
4,5,42,4,36,7
1,5,26,4,32,6
0,4,26,2,12,8
3,6,48,3,5,6
1,7,32,3,30,0
1,8,21,3,30,1
1,4,35,3,30,5
6,1,17,4,39,9
1,5,29,3,30,7
4,4,16,3,35,4
1,6,38,4,32,9
3,7,9,0,0,4
4,9,36,3,35,0
7,5,31,0,10,4
1,2,19,4,32,11
2,4,23,2,20,2
3,0,34,4,7,9
1,5,11,2,28,3
2,7,45,1,18,1
1,6,19,2,28,2
3,7,6,2,4,2
0,3,40,1,8,0
4,7,41,4,36,1
3,4,39,4,7,7
3,5,49,3,5,7
2,4,11,3,22,9
2,1,47,4,24,7
1,5,43,0,25,11
4,3,15,2,33,6
5,1,33,4,14,11
5,7,18,3,13,4
4,3,30,1,31,11
7,5,41,0,10,11
6,4,21,1,34,5
3,7,7,0,0,7
7,2,34,3,21,0
4,5,41,0,27,11
4,0,49,4,36,0
1,4,25,2,28,7
4,4,50,2,33,10
6,0,46,0,29,0
1,2,30,1,26,8
0,6,9,1,8,10
4,8,23,0,27,3
1,4,39,1,26,4
2,7,36,1,18,5
2,3,29,4,24,1
2,1,10,1,18,4
5,2,0,0,2,6
5,7,30,0,2,1
1,0,16,1,26,7
1,5,51,1,26,5
1,9,39,1,26,10
2,5,14,3,22,11
7,3,3,2,19,7
1,4,16,0,25,1
1,3,18,4,32,5
1,7,16,3,30,3
4,5,20,0,27,11
1,8,32,2,28,5
1,6,41,3,30,6
2,5,42,3,22,1
1,2,0,3,30,2
7,7,6,4,23,7
3,5,18,3,5,1
1,0,49,0,25,2
7,6,18,0,10,5
1,4,43,2,28,1
1,2,30,4,32,0
1,6,0,0,25,7
1,9,40,0,25,0
0,4,26,2,12,1
1,5,32,3,30,2
3,5,44,0,0,7
1,5,17,1,26,2
1,3,18,4,32,5
1,6,26,3,30,5
1,5,26,1,26,3
3,0,5,2,4,4
6,5,12,2,37,0
0,0,44,1,8,8
5,8,9,4,14,3
2,0,35,4,24,4
1,8,40,3,30,2
1,3,30,4,32,7
6,1,6,1,34,0
1,4,48,1,26,10
1,7,39,1,26,3
3,1,21,0,0,6
4,7,51,3,35,0
3,5,2,4,7,2
0,0,9,3,15,8
7,3,26,0,10,9
0,4,46,1,8,7
1,4,50,0,25,10
7,5,35,0,10,2
1,4,38,4,32,3
1,3,22,4,32,4
6,7,35,0,29,2
1,5,8,3,30,5
6,0,13,3,38,2
1,5,28,0,25,0
2,4,14,2,20,8
4,6,9,4,36,8
7,6,49,4,23,10
6,5,23,4,39,2
1,4,10,3,30,3
1,9,2,0,25,0
1,3,13,1,26,1
1,4,3,1,26,0
3,4,12,1,1,5
2,4,5,1,18,8
1,6,46,2,28,7
2,4,3,2,20,0
1,4,46,4,32,0
1,9,25,3,30,0
4,3,18,4,36,0
1,5,39,2,28,8
2,4,9,4,24,9
1,4,34,0,25,2
1,5,43,0,25,8
1,3,7,0,25,6
1,4,1,4,32,11
3,3,0,3,5,1
3,5,30,0,0,10
6,4,1,0,29,0
1,5,51,3,30,0
1,4,10,3,30,1
7,7,33,3,21,11
4,5,27,4,36,6
6,3,24,2,37,0
2,6,29,4,24,10
6,4,5,0,29,10
3,3,23,3,5,10
5,5,47,1,6,6
2,3,10,4,24,1
4,4,32,4,36,7
4,5,40,2,33,1
2,7,29,0,11,7
2,5,34,3,22,10
5,5,10,4,14,1
2,6,42,1,18,4
4,5,23,0,27,2
1,5,21,3,30,3
5,6,42,4,14,10
1,5,3,0,25,0
7,6,31,0,10,8
2,7,32,2,20,8
4,4,33,0,27,5
3,4,19,1,1,11
0,4,26,2,12,3
7,3,4,4,23,3
1,6,15,3,30,9
4,0,31,4,36,3
5,8,41,2,9,3
4,5,1,4,36,9
5,4,49,1,6,8
1,7,49,0,25,9
1,6,36,1,26,9
6,4,31,3,38,6
2,4,18,3,22,4
3,9,38,3,5,7
3,7,22,1,1,0
4,0,20,3,35,11
7,6,9,4,23,7
1,8,23,3,30,9
4,6,8,0,27,8
1,7,19,1,26,10
3,5,5,0,0,6
1,6,29,4,32,0
1,2,42,3,30,8
7,4,1,4,23,6
7,2,27,1,16,1
1,4,42,3,30,1
2,6,0,0,11,2
1,6,42,0,25,6
1,9,4,2,28,1
1,4,19,0,25,11
5,8,43,4,14,8
1,4,38,1,26,6
2,4,28,4,24,11
1,5,8,2,28,3
4,9,37,2,33,6
1,6,30,3,30,7
4,2,48,4,36,10
3,4,12,2,4,4
6,5,48,4,39,0
3,5,44,0,0,6
3,6,38,2,4,0
4,4,32,4,36,10
7,1,2,2,19,11
2,6,49,2,20,3
7,6,17,3,21,7
1,3,35,3,30,9
6,6,19,4,39,10
5,4,7,2,9,1
1,4,18,1,26,3
4,6,15,2,33,11
1,8,3,0,25,0
4,6,41,2,33,0
2,4,13,0,11,10
0,2,25,2,12,6
2,9,27,1,18,1
1,9,6,3,30,3
2,4,2,2,20,0
5,4,43,4,14,1
1,4,15,3,30,1
2,8,15,0,11,1
5,3,11,1,6,7
7,5,8,3,21,11
4,3,21,2,33,8
3,1,31,4,7,0
3,6,22,0,0,7
1,1,11,4,32,2
4,3,46,3,35,4
1,6,4,1,26,10
2,5,18,1,18,6
1,8,41,2,28,3
4,9,41,0,27,9
2,3,45,0,11,7
6,4,18,4,39,5
3,6,2,0,0,8
4,5,31,2,33,8
6,5,9,1,34,10
1,4,19,4,32,2
6,1,51,1,34,0
3,4,32,4,7,4
7,7,33,3,21,2
0,4,8,0,3,2
1,8,14,3,30,1
2,7,27,4,24,11
1,5,29,3,30,10
0,5,28,0,3,1
3,4,51,2,4,5
1,4,12,3,30,6
1,5,22,0,25,4
1,6,47,1,26,3
0,4,11,2,12,4
1,3,48,4,32,6
1,1,33,0,25,5
4,7,1,4,36,7
4,9,36,0,27,5
6,8,11,4,39,11
5,9,48,4,14,0
7,5,22,1,16,8
1,2,27,3,30,1
3,0,25,0,0,9
2,5,47,3,22,11
0,5,12,1,8,1
6,6,33,2,37,2
4,6,47,0,27,2
3,4,2,0,0,4
1,3,0,0,25,8
1,6,40,2,28,9
1,4,22,3,30,5
1,6,12,2,28,3
4,3,43,0,27,1
1,5,43,4,32,0
2,5,1,0,11,5
3,0,3,4,7,2
7,4,7,4,23,0
2,5,14,3,22,0
1,3,22,4,32,4
1,6,28,4,32,0
2,3,6,1,18,0
1,8,17,4,32,11
2,3,29,0,11,0
3,5,37,0,0,7
2,5,47,2,20,0
1,4,32,3,30,0
1,4,31,4,32,0
1,4,21,4,32,9
1,7,2,1,26,11
2,8,2,0,11,5
7,6,45,1,16,4
0,6,15,1,8,10
3,7,23,4,7,1
4,1,14,1,31,6
1,5,47,3,30,3
1,7,50,0,25,11
2,5,9,0,11,3
1,3,27,3,30,2
1,6,51,1,26,11
2,4,4,0,11,9
2,8,10,4,24,4
1,5,30,1,26,2
6,1,16,2,37,6
4,8,48,1,31,0
3,3,27,2,4,11
3,3,37,1,1,10
1,5,15,2,28,6
5,5,31,1,6,10
1,4,16,1,26,7
2,0,39,2,20,4
1,5,18,4,32,6
1,0,2,1,26,1
3,4,44,3,5,9
1,3,43,3,30,5
2,6,47,3,22,1
4,6,49,0,27,8
2,0,5,4,24,4
5,7,21,0,2,5
3,4,33,2,4,11
1,6,45,1,26,10
4,0,46,2,33,11
1,5,1,4,32,10
1,1,8,3,30,4
1,2,31,2,28,3
1,5,47,0,25,11
1,4,26,3,30,8
7,1,45,0,10,8
2,6,36,2,20,8
1,4,44,3,30,3
1,3,39,3,30,11
2,6,32,0,11,3
2,2,43,1,18,4
4,6,15,3,35,8
1,4,7,0,25,10
2,4,35,0,11,2
3,4,50,2,4,1
7,2,25,3,21,11
1,7,22,1,26,4
7,7,29,3,21,11
1,5,49,1,26,9
2,5,46,2,20,7
4,3,37,0,27,7
7,5,34,2,19,7
3,4,35,2,4,1
2,3,29,2,20,1
7,4,23,3,21,4
3,5,20,3,5,4
7,5,23,3,21,3
7,5,9,3,21,10
3,6,19,0,0,1
3,5,11,3,5,9
1,2,1,3,30,5
1,3,27,0,25,10
6,6,4,3,38,1
1,7,25,3,30,2
4,8,27,2,33,11
3,1,19,0,0,8
3,0,2,1,1,4
1,9,26,4,32,6
1,1,13,2,28,0
1,7,1,1,26,1
6,4,24,4,39,11
1,6,23,0,25,11
1,6,14,4,32,6
3,5,31,4,7,11
7,3,40,4,23,10
1,7,35,1,26,5
7,0,12,0,10,6
3,6,34,4,7,2
7,2,7,1,16,11
5,9,45,4,14,7
4,3,14,1,31,11
7,2,14,0,10,11
1,7,50,2,28,2
1,6,13,3,30,0
1,4,14,3,30,1
1,6,34,4,32,9
2,5,3,3,22,7
4,4,16,2,33,9
4,7,51,2,33,10
6,5,1,0,29,5
7,6,35,1,16,8
2,3,19,1,18,9
7,8,51,4,23,3
4,0,44,1,31,9
1,9,36,3,30,9
0,6,2,4,17,4
2,6,0,1,18,10
2,9,8,4,24,6
6,5,8,0,29,1
6,9,13,2,37,5
2,3,15,4,24,5
5,4,39,2,9,4
1,7,47,1,26,6
1,5,46,2,28,1
1,4,39,3,30,9
1,1,49,4,32,6
2,5,5,2,20,10
3,6,29,2,4,4
7,9,26,3,21,3
1,2,39,4,32,2
1,2,16,1,26,3
5,4,31,1,6,8
0,0,45,0,3,7
6,1,15,2,37,0
7,4,44,2,19,8
4,0,24,3,35,2
3,7,49,4,7,10
1,5,8,0,25,2
1,4,4,2,28,3
3,6,4,1,1,5
1,5,7,2,28,2
3,9,41,0,0,11
1,6,41,1,26,4
1,4,6,2,28,0
1,5,7,3,30,2
4,3,3,0,27,8
1,4,7,3,30,0
3,5,26,2,4,11
2,4,30,4,24,1
1,4,13,3,30,1
4,9,30,1,31,8
1,2,33,3,30,4
1,3,51,0,25,1
4,0,20,2,33,6
5,0,8,0,2,10
3,4,15,4,7,0
2,6,51,0,11,3
7,7,16,4,23,0
1,9,28,4,32,3
7,4,48,1,16,9
1,0,39,1,26,4
1,4,15,4,32,7
2,5,21,2,20,0
1,2,39,1,26,10
3,3,50,3,5,0
4,6,1,3,35,1
6,7,48,3,38,9
3,7,40,1,1,5
1,2,5,1,26,11
6,5,17,3,38,11
3,5,0,2,4,6
5,5,39,1,6,10
1,6,50,2,28,11
7,5,25,3,21,10
1,1,5,0,25,11
1,2,48,4,32,8
1,4,40,3,30,4
7,5,6,0,10,4
3,4,13,1,1,2
5,6,24,0,2,0
1,3,28,4,32,5
1,5,24,0,25,0
2,4,11,1,18,3
4,6,32,2,33,4
1,0,18,0,25,0
4,1,6,3,35,1
1,4,48,1,26,5
2,5,35,3,22,10
4,5,24,0,27,2
1,6,13,1,26,1
1,8,33,3,30,6
1,9,21,3,30,0
3,5,4,3,5,10
1,4,25,2,28,10
1,0,12,1,26,7
2,2,23,4,24,3
2,3,12,2,20,5
1,5,48,4,32,8
2,8,14,1,18,9
1,3,1,4,32,8
2,6,33,1,18,9
4,3,32,4,36,1
1,6,40,2,28,9
1,4,45,3,30,10
3,9,48,1,1,3
3,7,51,1,1,3
2,3,34,2,20,1
0,9,22,4,17,0
1,4,21,4,32,0
1,0,6,3,30,11
7,6,33,2,19,11
3,3,9,3,5,3
0,6,20,3,15,5
2,5,37,0,11,7
6,2,51,0,29,7
1,5,19,4,32,4
1,7,35,1,26,1
1,3,47,3,30,11
2,8,17,3,22,5
1,4,17,1,26,4
3,3,49,2,4,6
3,2,44,2,4,7
1,7,8,2,28,6
1,6,49,1,26,8
1,4,1,2,28,1
4,8,48,3,35,2
1,5,41,2,28,3
3,6,45,2,4,5
6,5,4,3,38,2
1,4,4,3,30,2
3,5,49,3,5,10
1,5,42,3,30,1
1,8,0,4,32,1
2,1,20,4,24,7
1,6,9,2,28,11
1,4,6,4,32,4
3,6,31,4,7,9
1,2,12,2,28,4
3,2,28,3,5,0
2,0,10,1,18,5
1,5,18,1,26,8
4,2,13,3,35,3
1,4,45,3,30,9
1,4,16,3,30,1
2,1,8,1,18,10
5,6,36,1,6,9
1,4,8,0,25,9
5,6,20,1,6,11
1,6,12,3,30,3
2,8,29,4,24,2
5,3,1,4,14,1
7,6,19,4,23,0
1,6,1,0,25,2
3,7,3,2,4,1
0,7,24,3,15,0
1,5,24,3,30,2
7,2,17,4,23,2
3,5,40,3,5,9
2,6,12,3,22,3
2,9,21,1,18,1
0,9,26,2,12,11
2,6,20,0,11,10
6,7,33,4,39,0
1,4,46,3,30,2
1,4,29,4,32,9
1,3,3,2,28,8
6,4,33,4,39,4
1,4,1,0,25,4
2,7,8,1,18,5
0,5,8,4,17,7
4,5,14,0,27,7
1,2,17,3,30,10
3,5,36,1,1,2
7,3,18,3,21,1
7,8,3,2,19,0
1,9,13,3,30,3
1,0,14,3,30,7
7,5,6,0,10,9
1,7,4,1,26,0
2,5,23,1,18,6
1,6,9,4,32,11
4,0,5,0,27,6
7,7,38,3,21,8
2,6,20,3,22,4
5,7,41,3,13,1
2,7,14,0,11,7
6,9,6,3,38,1
7,4,11,0,10,9
0,4,19,1,8,3
7,3,49,2,19,8
1,8,49,0,25,2
1,6,25,0,25,7
1,3,25,4,32,5
1,6,16,1,26,9
3,9,26,3,5,0
2,4,39,3,22,6
1,2,43,3,30,8
1,9,0,1,26,2
2,4,27,4,24,10
1,4,2,3,30,0
2,5,6,2,20,2
5,8,28,1,6,0
1,6,0,0,25,11
2,5,10,0,11,8
1,7,3,3,30,2
2,1,48,3,22,7
1,4,1,3,30,2
7,7,49,3,21,2
3,5,11,2,4,3
1,4,0,3,30,4
3,4,10,2,4,2
1,3,25,2,28,10
3,3,14,2,4,0
4,4,13,3,35,8
3,4,37,3,5,0
1,4,35,3,30,7
1,1,12,3,30,9
2,5,39,2,20,2
1,2,28,2,28,0
5,9,43,1,6,3
7,4,30,4,23,8
2,2,15,3,22,5
2,3,38,0,11,11
1,4,48,2,28,1
1,3,7,2,28,6
3,3,22,3,5,1
4,8,34,2,33,9
1,3,45,2,28,8
7,3,48,1,16,8
4,6,29,2,33,1
3,1,41,2,4,3
2,5,42,2,20,5
4,9,19,2,33,3
4,3,35,2,33,7
1,3,1,3,30,7
1,7,9,0,25,7
1,9,36,2,28,1
4,4,5,3,35,6
1,7,21,2,28,9
6,3,31,0,29,0
7,5,40,0,10,5
2,1,0,3,22,6
1,3,41,3,30,1
7,5,2,2,19,11
1,5,27,4,32,2
1,4,36,4,32,4
1,8,5,4,32,5
5,6,18,4,14,11
6,4,39,4,39,0
7,4,16,1,16,9
4,5,10,1,31,8
7,1,8,0,10,11
7,6,28,4,23,9
4,2,17,3,35,5
1,0,44,0,25,4
1,5,3,1,26,11
3,4,25,1,1,7
7,4,32,3,21,8
4,4,46,0,27,7
1,6,32,4,32,0
6,0,35,0,29,9
1,5,25,0,25,6
3,4,1,3,5,8
1,6,45,3,30,3
2,0,31,1,18,0
0,6,31,2,12,10
7,7,51,0,10,0
1,9,6,0,25,8
2,5,18,0,11,3
7,4,35,0,10,5
1,6,31,4,32,2
1,5,51,2,28,2
7,1,37,1,16,1
1,4,32,0,25,8
0,4,28,1,8,4
7,8,49,3,21,8
3,5,28,1,1,5
1,7,42,3,30,7
1,8,34,1,26,3
3,3,0,4,7,4
1,9,20,0,25,2
2,7,39,1,18,2
1,6,5,1,26,7
7,5,22,2,19,9
7,4,0,0,10,1
7,5,6,1,16,0
3,8,1,1,1,3
2,4,30,2,20,5
1,2,11,4,32,6
6,5,39,2,37,8
2,3,5,3,22,5
2,5,40,0,11,1
1,4,44,4,32,9
2,4,15,0,11,0
1,0,45,3,30,3
1,4,41,1,26,2
1,6,26,3,30,1
1,4,34,3,30,2
1,5,48,1,26,0
4,6,36,2,33,10
1,8,46,2,28,1
2,1,27,2,20,11
3,4,22,2,4,4
1,7,6,1,26,1
1,8,17,4,32,11
1,6,7,4,32,9
3,3,25,1,1,5
4,1,5,1,31,1
2,2,50,4,24,0
2,2,36,4,24,8
3,4,17,3,5,0
1,3,30,2,28,3
7,0,23,1,16,5
7,3,2,2,19,2
1,4,17,4,32,5
1,5,28,3,30,7
1,4,28,4,32,3
0,5,18,3,15,8
3,5,21,0,0,7
1,8,36,3,30,9
1,7,6,2,28,6
4,5,47,0,27,3
3,3,34,3,5,5
3,4,10,3,5,10
7,4,6,3,21,10
5,5,35,3,13,6
5,4,24,2,9,8
1,3,1,4,32,4
1,4,34,0,25,0
1,3,20,2,28,5
6,4,20,4,39,8
7,4,46,1,16,5
2,4,46,3,22,0
3,6,10,1,1,6
1,6,27,2,28,2
4,6,34,4,36,11
1,1,26,2,28,6
6,6,38,2,37,11
0,7,39,4,17,9
3,7,19,0,0,9
2,6,40,3,22,0
2,8,17,0,11,8
4,2,11,0,27,3
3,5,46,2,4,6
3,6,42,2,4,3
4,9,19,4,36,7
7,4,46,3,21,7
0,5,14,2,12,4
1,5,17,3,30,11
1,7,5,0,25,5
1,5,6,1,26,0
1,3,47,3,30,6
4,7,13,3,35,10
3,1,30,2,4,9
2,6,33,4,24,4
1,3,51,3,30,4
2,7,2,1,18,5
1,5,23,0,25,6
1,0,15,3,30,11
7,5,8,2,19,1
1,3,48,0,25,0
1,4,40,1,26,4
1,3,22,0,25,0
0,7,33,0,3,3
1,3,22,4,32,1
1,0,26,1,26,2
0,9,31,3,15,6
1,6,16,1,26,5
7,5,44,2,19,2
6,3,8,2,37,11
1,5,24,0,25,0
5,5,36,2,9,5
1,2,47,4,32,11
6,0,36,1,34,0
2,4,22,1,18,9
7,8,17,1,16,1
5,5,22,1,6,2
1,4,40,2,28,10
3,5,13,0,0,0
3,5,5,1,1,8
2,8,34,2,20,4
1,5,4,2,28,2
1,6,41,0,25,0
1,5,9,3,30,8
4,6,18,4,36,5
2,7,40,4,24,0
1,6,44,2,28,11
5,5,16,4,14,4
2,5,12,4,24,0
4,5,46,0,27,2
2,3,33,1,18,0
4,4,48,1,31,0
5,7,41,4,14,6
1,4,44,3,30,1
3,7,11,4,7,7
4,5,8,4,36,7
7,3,1,2,19,0
1,5,15,2,28,1
1,8,46,3,30,4
1,9,33,0,25,0
4,9,12,3,35,6
1,6,26,1,26,5
1,2,24,0,25,1
2,4,36,4,24,9
6,3,31,1,34,1
3,2,23,1,1,11
4,6,39,2,33,9
7,7,45,3,21,11
1,2,40,4,32,9
7,3,19,4,23,7
1,6,5,4,32,8
2,2,40,3,22,9
2,1,12,1,18,7
7,5,44,3,21,0
5,0,26,2,9,7
2,6,10,3,22,0
1,5,1,1,26,7
5,6,7,1,6,9
1,1,43,4,32,8
0,4,5,1,8,1
1,1,14,2,28,5
1,4,34,2,28,1
4,1,48,0,27,4
2,5,20,4,24,3
6,1,42,2,37,7
3,7,49,2,4,9
3,5,48,2,4,0
7,6,3,1,16,9
5,5,4,4,14,0
4,5,0,4,36,11
2,5,39,0,11,2
1,5,32,0,25,0
5,4,26,2,9,11
2,6,1,2,20,7
7,5,51,1,16,4
4,5,15,2,33,5
4,2,16,0,27,1
2,6,17,0,11,8
4,9,31,2,33,8
0,0,7,0,3,4
3,6,12,0,0,6
0,6,41,4,17,1
5,7,37,1,6,0
4,6,48,1,31,8
4,9,8,3,35,7
2,5,40,0,11,5
2,1,42,3,22,8
1,5,37,2,28,5
0,7,19,1,8,5
2,5,19,3,22,1
1,5,47,3,30,5
0,0,22,1,8,2
2,4,34,0,11,7
1,6,4,2,28,2
5,1,28,2,9,6
1,4,24,1,26,5
1,8,8,0,25,3
2,5,40,0,11,1
2,7,46,4,24,5
1,5,12,2,28,9
2,6,19,2,20,8
2,5,40,1,18,6
0,6,37,2,12,3
3,9,19,2,4,5
1,6,45,4,32,7
3,3,16,4,7,9
6,6,28,4,39,10
2,0,8,4,24,7
1,5,48,4,32,7
3,4,46,4,7,2
3,0,14,1,1,0
1,9,30,1,26,2
1,6,8,4,32,6
1,5,23,1,26,5
1,5,23,3,30,6
7,5,1,0,10,9
2,3,17,2,20,0
0,4,7,4,17,11
1,4,45,2,28,10
1,9,29,0,25,7
5,8,26,4,14,9
1,4,38,0,25,5
3,9,39,4,7,2
1,2,42,0,25,6
1,9,50,1,26,2
2,7,24,1,18,7
7,3,49,2,19,8
2,4,6,3,22,6
3,7,6,0,0,5
2,8,38,2,20,11
3,4,38,4,7,10
1,5,30,2,28,4
4,6,2,0,27,9
6,2,38,1,34,9
1,5,24,0,25,4
1,5,49,0,25,3
2,5,29,1,18,0
1,5,44,3,30,5
1,4,51,0,25,10
3,7,16,0,0,0
1,4,15,2,28,2
4,3,1,3,35,9
1,5,41,2,28,5
5,5,4,1,6,5
4,6,31,1,31,5
1,2,43,4,32,1
3,5,9,4,7,9
2,5,38,4,24,9
1,3,19,0,25,7
2,5,33,3,22,9
2,3,23,4,24,9
2,2,16,4,24,4
1,4,39,0,25,5
1,6,0,4,32,2
1,4,31,3,30,0
2,5,47,1,18,6
7,2,27,0,10,1
1,5,33,4,32,0
3,8,51,2,4,9
0,3,9,0,3,2
2,3,44,1,18,6
1,4,25,3,30,6
3,6,36,0,0,2
1,4,31,4,32,0
1,8,41,2,28,6
1,5,13,1,26,11
3,5,21,2,4,5
7,5,38,3,21,10
2,3,39,0,11,11
4,6,22,1,31,8
1,5,7,2,28,2
1,2,11,1,26,3
2,1,11,1,18,3
6,3,29,0,29,2
1,4,36,1,26,6
1,4,50,4,32,9
6,8,18,3,38,8
1,8,35,1,26,6
1,4,32,0,25,9
2,5,16,2,20,5
1,2,23,0,25,0
1,3,41,1,26,11
7,7,46,3,21,5
1,5,21,0,25,10
5,6,38,2,9,3
3,6,36,0,0,8
3,4,41,2,4,4
3,6,24,0,0,5
1,5,8,0,25,5
3,4,21,2,4,0
5,4,34,0,2,10
1,5,41,2,28,2
1,4,19,1,26,5
1,5,38,1,26,3
0,6,0,0,3,5
3,7,50,0,0,10
2,3,12,3,22,0
7,4,25,0,10,11
4,6,34,4,36,6
1,5,41,2,28,7
1,9,37,0,25,10
4,1,25,0,27,5
6,4,17,4,39,8
6,8,40,4,39,1
4,7,20,2,33,5
3,2,21,4,7,6
2,0,20,4,24,11
1,5,14,4,32,0
7,5,20,0,10,8
3,6,39,4,7,11
1,4,6,4,32,10
2,5,23,1,18,0
2,9,18,2,20,4
1,1,48,4,32,4
1,5,8,4,32,7
1,4,14,0,25,5
6,1,16,1,34,3
1,8,35,2,28,1
2,6,38,3,22,7
3,4,6,1,1,0
0,1,43,2,12,9
1,2,6,0,25,4
4,6,38,1,31,5
1,1,25,2,28,0
3,4,18,2,4,4
6,5,4,1,34,2
2,5,16,3,22,5
0,5,13,3,15,1
4,0,31,0,27,6
1,3,35,3,30,11
1,5,50,2,28,5
1,4,20,0,25,9
1,7,48,4,32,5
1,7,22,3,30,3
1,6,33,2,28,4
3,5,31,3,5,7
1,5,39,1,26,0
1,1,15,3,30,2
0,3,6,3,15,8
1,4,3,4,32,1
1,0,28,3,30,3
1,4,11,2,28,0
3,7,26,4,7,11
7,7,11,1,16,3
1,4,23,4,32,0
5,3,26,4,14,0
1,8,26,4,32,7
2,4,28,1,18,10
2,4,30,3,22,8
1,6,3,1,26,8
0,5,20,4,17,10
1,6,25,2,28,1
1,6,43,3,30,0
2,4,12,1,18,9
5,5,25,3,13,8
1,0,22,4,32,6
7,4,5,3,21,10
6,5,39,3,38,6
1,4,26,1,26,10
1,8,28,2,28,1
4,2,22,0,27,4
6,1,32,0,29,7
3,4,17,4,7,7
3,6,31,0,0,5
2,6,19,1,18,5
4,2,4,4,36,9
1,4,34,2,28,10
2,7,30,3,22,0
3,7,16,2,4,0
4,2,24,0,27,8
2,5,32,2,20,6
1,5,12,1,26,8
1,6,33,2,28,1
1,4,3,3,30,2
2,2,16,3,22,0
7,9,26,1,16,2
1,8,11,4,32,1
7,1,9,2,19,11
1,0,25,0,25,11
1,1,31,3,30,9
1,5,21,1,26,11
1,6,30,1,26,6
1,5,24,2,28,10
6,7,47,1,34,5
0,6,41,2,12,7
4,4,13,0,27,1
1,4,48,0,25,6
7,6,42,3,21,4
1,3,45,4,32,9
5,7,18,4,14,3
1,3,21,1,26,4
5,3,44,4,14,5
7,5,45,1,16,7
1,6,35,1,26,6
1,4,7,0,25,3
4,6,3,4,36,2
4,6,26,2,33,5
1,7,43,0,25,0
5,8,31,3,13,5
2,4,30,2,20,8
7,0,31,1,16,5
4,4,14,0,27,10
3,5,14,0,0,5
6,0,25,0,29,8
1,5,50,0,25,4
0,4,20,4,17,0
3,6,14,2,4,1
1,3,32,3,30,2
1,5,46,2,28,8
3,4,20,4,7,2
3,6,21,0,0,2
3,3,28,1,1,10
0,7,36,2,12,3
7,7,39,0,10,8
3,5,51,0,0,9
2,4,16,3,22,11
3,6,29,2,4,9
1,6,1,0,25,3
4,6,39,1,31,11
2,6,31,0,11,6
4,3,29,4,36,10
7,9,48,4,23,8
7,5,43,1,16,3
1,9,49,4,32,3
4,7,7,4,36,7
7,1,44,4,23,10
0,9,38,4,17,6
1,4,5,0,25,2
7,5,41,4,23,8
7,9,4,0,10,4
1,5,35,1,26,5
2,0,33,4,24,3
7,5,23,1,16,3
3,6,5,2,4,2
2,4,49,3,22,5
2,7,15,4,24,4
1,6,23,3,30,7
1,7,21,1,26,9
1,5,11,3,30,4
6,3,43,3,38,10
6,4,29,0,29,8
4,5,21,1,31,6
4,4,22,2,33,9
2,9,25,3,22,6
7,5,32,0,10,2
6,5,10,2,37,7
7,4,44,4,23,9
4,2,49,2,33,4
7,0,18,2,19,6
6,3,19,4,39,5
6,7,27,2,37,2
1,8,7,1,26,3
1,2,44,3,30,9
2,5,5,4,24,7
1,0,35,1,26,0
3,5,48,1,1,2
4,9,42,3,35,7
3,7,25,3,5,9
1,7,51,2,28,2
5,9,31,1,6,10
7,0,19,1,16,6
4,6,27,4,36,10
6,6,7,0,29,2
4,6,44,3,35,11
1,6,31,2,28,8
1,3,43,2,28,9
3,5,13,0,0,7
5,4,13,4,14,9
1,7,41,4,32,10
1,8,25,1,26,2
2,6,13,3,22,11
1,1,11,2,28,4
1,5,25,2,28,11
0,7,17,2,12,1
6,8,24,4,39,5
4,7,43,2,33,6
6,7,13,1,34,1
1,3,46,3,30,3
4,2,6,2,33,2
1,5,3,0,25,8
3,7,7,2,4,0
2,6,33,0,11,7
1,4,22,0,25,1
1,8,38,3,30,11
7,7,8,3,21,4
2,2,0,4,24,2
7,6,19,0,10,9
4,1,20,3,35,9
6,2,40,2,37,4
3,4,15,2,4,0
1,6,20,1,26,3
1,2,41,4,32,8
4,4,23,1,31,9
5,4,12,2,9,2
2,3,2,1,18,4
1,6,0,2,28,10
6,7,14,1,34,2
4,2,11,0,27,0
1,0,51,3,30,8
4,4,35,0,27,7
1,5,11,0,25,4
2,7,6,0,11,10
4,4,43,2,33,2
1,6,41,0,25,10
6,9,8,1,34,10
4,6,28,1,31,1
6,7,16,0,29,1
4,3,3,4,36,0
1,6,8,2,28,6
2,4,43,3,22,2
1,5,41,2,28,7
7,5,49,4,23,6
2,5,7,2,20,1
7,9,22,4,23,11
7,1,46,3,21,11
1,5,51,4,32,6
4,1,27,2,33,6
1,8,27,0,25,0
1,7,42,2,28,10
6,8,17,1,34,10
4,4,34,4,36,7
5,1,23,1,6,4
1,7,45,4,32,0
1,1,49,0,25,1
1,8,44,2,28,3
2,4,3,3,22,5
1,8,24,4,32,8
1,4,8,4,32,4
1,9,16,4,32,3
2,5,48,4,24,1
1,6,35,4,32,4
1,4,7,1,26,3
1,5,23,2,28,10
4,4,28,3,35,6
0,2,1,2,12,6
4,8,32,2,33,4
7,5,7,4,23,5
1,2,36,3,30,9
