category,shopping_mall,gender,age,quantity,price,month,year,payment_method
1,8,0,11,0,25,6,0,0
2,6,1,26,3,22,10,1,0
2,6,0,28,3,22,10,0,0
1,4,0,28,3,30,6,0,0
1,7,0,51,0,25,9,0,0
1,6,0,12,3,30,1,2,1
5,4,1,1,4,14,1,1,1
0,4,1,15,3,15,9,1,0
6,7,0,35,2,37,3,0,1
1,5,0,49,0,25,6,1,1
7,7,0,14,2,19,9,0,0
7,4,1,9,4,23,10,1,1
2,4,0,9,2,20,11,1,1
2,8,0,6,3,22,9,0,1
1,9,0,10,3,30,0,2,1
6,8,1,32,2,37,10,0,1
1,5,1,9,3,30,6,0,0
0,4,1,42,4,17,11,0,1
5,5,1,5,0,2,8,1,1
3,8,0,48,0,0,2,1,0
0,3,0,49,3,15,0,2,0
1,8,0,8,0,25,11,0,0
4,8,0,15,2,33,4,0,0
6,7,0,4,4,39,9,0,1
1,7,1,46,3,30,10,1,1
3,5,0,36,1,1,0,2,0
6,8,0,4,2,37,4,0,1
1,3,0,44,4,32,9,1,0
1,0,0,4,3,30,9,1,0
2,7,0,36,3,22,11,0,1
4,7,1,24,3,35,2,1,1
1,4,1,51,0,25,2,0,0
2,5,1,17,3,22,5,0,0
7,4,0,14,4,23,9,1,0
2,5,1,4,3,22,1,1,1
2,9,0,2,1,18,0,1,1
4,1,0,34,3,35,2,0,1
3,6,0,25,4,7,3,0,1
1,3,0,34,2,28,1,2,0
7,0,0,25,0,10,4,1,1
2,0,0,3,2,20,8,0,1
1,5,0,30,1,26,10,0,0
4,6,0,6,0,27,2,1,1
2,4,0,38,0,11,4,1,0
1,3,1,30,0,25,5,1,0
3,4,0,29,2,4,11,1,1
7,1,1,27,1,16,11,1,1
1,3,1,27,0,25,1,2,1
5,7,1,32,0,2,4,0,0
3,0,1,21,2,4,1,0,0
3,9,1,22,1,1,2,1,1
3,3,0,25,0,0,1,2,0
1,9,0,39,2,28,1,1,0
1,5,0,34,4,32,6,1,0
1,6,0,0,1,26,0,1,0
3,1,0,25,2,4,4,0,0
6,5,0,40,2,37,8,1,0
0,6,0,23,0,3,3,1,0
0,4,0,37,3,15,4,1,1
2,3,0,18,3,22,7,1,0
1,5,0,49,2,28,4,0,0
2,5,1,13,2,20,5,0,0
2,4,1,9,1,18,6,1,1
2,4,0,48,3,22,7,1,1
7,6,1,10,0,10,10,0,1
3,2,0,8,0,0,6,0,1
2,4,1,48,4,24,7,1,0
6,1,0,31,2,37,11,0,1
3,1,1,17,2,4,2,0,0
3,5,1,13,1,1,8,0,1
1,7,0,46,1,26,2,0,0
4,3,0,5,4,36,11,0,0
1,4,0,0,3,30,10,1,0
1,4,0,37,0,25,0,1,1
6,6,1,10,4,39,7,1,0
3,5,0,31,4,7,1,2,1
6,6,0,33,1,34,6,1,0
1,5,1,41,4,32,6,0,1
4,2,0,21,4,36,4,1,0
7,7,0,37,2,19,3,1,0
1,7,0,13,0,25,11,0,1
7,2,0,12,2,19,1,1,1
1,4,0,29,4,32,3,0,1
2,0,1,46,4,24,4,1,1
3,5,0,26,1,1,5,0,0
1,5,0,41,1,26,9,0,0
7,3,0,8,2,19,5,0,1
0,6,0,39,0,3,2,1,1
1,5,0,22,1,26,5,1,1
1,4,0,32,3,30,1,0,1
1,4,0,10,0,25,9,1,0
5,2,1,18,1,6,1,0,1
1,5,1,38,3,30,9,1,0
2,5,1,30,4,24,8,0,0
3,3,0,30,4,7,7,1,1
3,9,0,16,3,5,1,0,1
6,5,1,39,0,29,9,1,0
0,4,1,40,0,3,4,1,0
4,3,0,46,1,31,8,0,0
1,9,1,31,4,32,3,0,1
3,6,1,19,1,1,3,0,1
4,3,0,30,1,31,6,1,1
6,1,1,20,0,29,1,1,0
1,5,1,10,2,28,5,1,1
1,5,0,17,1,26,10,1,1
7,7,1,9,1,16,7,1,1
4,1,0,30,0,27,10,1,0
1,6,0,36,1,26,2,1,0
2,3,1,25,3,22,5,1,1
1,4,0,28,2,28,4,0,1
1,4,0,15,3,30,9,1,0
3,6,0,7,1,1,0,0,1
5,5,0,5,2,9,6,0,1
0,4,0,12,2,12,11,1,1
4,6,1,27,4,36,1,1,0
1,0,0,44,3,30,7,0,0
7,5,1,21,3,21,0,2,1
1,5,0,24,2,28,7,0,1
3,8,1,23,1,1,10,1,1
3,4,1,26,3,5,11,1,0
0,6,1,0,2,12,3,1,0
0,3,1,20,3,15,5,0,0
2,7,0,24,0,11,8,0,1
6,7,0,16,3,38,0,1,1
5,4,0,29,0,2,5,0,0
1,4,0,5,2,28,10,1,1
6,4,1,24,4,39,1,2,0
3,9,1,48,1,1,0,2,1
0,4,0,3,1,8,10,1,1
1,4,0,5,2,28,0,1,1
1,5,1,11,1,26,4,0,0
7,9,1,38,0,10,2,1,0
1,0,1,39,1,26,2,0,0
1,4,1,33,1,26,7,1,0
6,4,0,30,3,38,7,0,0
1,5,1,43,1,26,0,0,0
1,0,0,14,4,32,0,0,1
1,7,0,33,3,30,10,1,0
3,3,0,37,3,5,0,2,1
1,3,1,15,3,30,9,0,0
5,0,0,37,4,14,2,0,1
4,3,0,33,4,36,8,0,0
3,9,1,37,4,7,2,1,1
2,1,0,17,0,11,3,0,1
1,1,1,12,4,32,3,0,1
2,6,0,12,1,18,5,1,1
2,0,0,51,2,20,2,2,0
3,8,0,10,2,4,0,2,0
2,3,0,30,2,20,7,0,0
6,1,0,42,2,37,6,0,0
1,3,1,6,3,30,9,0,0
2,8,0,48,1,18,0,2,1
1,1,0,27,1,26,1,0,0
4,4,1,42,3,35,10,1,0
0,4,0,50,1,8,8,1,0
1,4,0,14,4,32,1,2,0
1,4,0,1,4,32,9,1,0
7,2,0,9,0,10,10,1,0
7,6,1,15,3,21,9,1,0
7,6,1,32,2,19,6,0,1
4,5,0,13,1,31,0,1,0
3,2,0,27,1,1,7,0,0
6,7,0,15,2,37,9,0,0
2,8,0,8,2,20,11,1,0
3,4,1,19,1,1,11,0,1
1,2,0,23,2,28,6,1,0
6,5,0,35,0,29,10,1,1
1,5,1,25,2,28,6,0,0
5,4,0,20,0,2,3,0,1
7,6,0,36,2,19,5,0,1
7,4,0,31,0,10,10,1,0
2,6,0,0,4,24,4,1,0
1,5,0,24,3,30,10,0,0
2,4,1,32,4,24,0,1,0
4,5,0,40,3,35,5,0,1
5,4,1,16,0,2,8,1,0
1,4,0,5,4,32,0,0,1
1,5,0,45,2,28,6,1,1
2,9,1,38,4,24,8,1,0
3,5,1,46,0,0,3,1,0
1,6,1,14,3,30,6,0,0
7,6,0,3,2,19,11,0,1
4,2,0,6,1,31,5,1,0
2,6,0,46,2,20,4,1,0
0,5,0,18,2,12,7,0,0
3,4,1,5,3,5,8,0,0
6,5,0,23,1,34,7,1,0
1,6,1,1,2,28,3,1,0
1,5,0,8,3,30,7,1,1
2,5,1,23,3,22,8,0,0
4,8,0,5,1,31,3,0,0
7,3,0,14,0,10,7,0,1
1,4,0,37,2,28,2,0,0
1,8,0,14,0,25,0,0,1
1,4,0,41,4,32,2,2,1
2,5,0,24,4,24,11,1,1
1,4,0,30,2,28,11,1,1
7,1,1,33,1,16,8,0,0
2,8,0,0,0,11,8,1,1
4,2,1,32,2,33,8,1,1
3,7,0,40,2,4,3,1,0
4,8,0,9,0,27,5,1,1
3,6,0,33,0,0,10,1,1
2,4,1,45,0,11,2,0,1
1,3,0,9,3,30,10,1,0
3,7,1,34,4,7,8,0,0
2,7,1,7,4,24,7,1,1
2,4,0,24,2,20,8,1,0
1,4,1,20,2,28,11,1,0
1,6,1,24,2,28,3,1,0
1,4,0,7,4,32,4,1,0
6,9,0,26,1,34,7,0,0
5,6,0,28,3,13,1,2,0
2,1,0,10,0,11,4,0,0
1,5,0,45,1,26,0,2,1
1,4,1,39,1,26,5,1,0
1,4,1,1,3,30,7,1,1
0,2,0,50,4,17,10,0,0
5,2,0,0,3,13,1,0,0
7,2,0,38,4,23,9,1,1
5,5,0,3,1,6,5,1,0
3,7,1,6,0,0,2,0,1
6,6,0,43,4,39,9,0,0
4,5,0,13,2,33,4,1,1
1,7,1,45,3,30,11,1,1
4,5,0,30,3,35,11,1,0
2,8,1,12,2,20,3,1,0
1,2,0,2,0,25,2,1,0
6,5,0,6,2,37,1,1,0
0,7,0,48,2,12,11,1,1
7,9,1,47,0,10,4,1,0
7,9,0,27,4,23,6,1,1
4,3,1,44,2,33,6,0,0
4,7,0,22,1,31,2,1,0
3,9,0,23,4,7,1,1,0
1,3,0,2,0,25,4,1,1
3,5,0,26,3,5,2,1,1
5,1,0,45,3,13,3,0,1
3,4,1,16,0,0,8,1,1
5,8,0,6,3,13,8,1,0
1,4,0,45,4,32,7,0,0
1,0,1,26,2,28,6,1,0
1,6,0,2,1,26,7,1,0
1,3,1,11,0,25,5,0,1
0,4,0,50,2,12,11,1,1
7,6,0,50,3,21,0,1,0
1,5,1,46,0,25,6,1,0
1,2,0,10,1,26,1,1,0
3,7,1,31,1,1,1,0,0
1,3,1,7,2,28,1,1,1
7,7,1,42,0,10,4,1,1
6,5,0,23,0,29,7,0,0
1,5,1,46,3,30,3,0,0
6,6,0,28,2,37,8,1,0
1,5,0,41,0,25,9,1,1
1,5,0,13,1,26,2,1,0
3,7,0,46,0,0,10,0,0
1,4,0,0,2,28,11,0,0
2,6,0,4,0,11,0,1,0
1,2,1,6,4,32,10,1,0
3,2,1,38,0,0,6,1,0
1,4,0,15,0,25,0,2,0
2,4,0,20,2,20,3,1,0
2,0,0,17,4,24,6,1,1
7,5,0,34,3,21,4,0,1
4,6,0,49,2,33,10,1,1
5,4,0,42,0,2,2,1,0
4,9,1,51,4,36,4,1,0
3,5,0,44,4,7,6,1,0
1,3,1,51,2,28,2,0,0
7,6,1,19,3,21,11,0,1
1,5,1,28,4,32,7,1,1
1,4,0,11,4,32,2,0,0
3,3,0,19,0,0,1,0,1
1,7,0,2,4,32,4,0,1
1,5,0,23,4,32,6,1,0
1,5,0,28,0,25,3,0,0
7,1,1,37,1,16,1,1,1
1,0,0,45,3,30,0,0,0
3,5,0,30,2,4,8,1,0
7,3,0,48,1,16,11,1,0
7,5,0,9,3,21,1,0,0
3,4,1,46,1,1,4,1,0
1,4,1,0,0,25,11,0,1
4,6,0,24,4,36,4,1,0
4,6,0,21,1,31,2,2,0
4,4,0,20,4,36,5,1,0
1,9,1,37,1,26,5,0,1
2,0,0,16,2,20,9,1,0
1,5,0,37,1,26,4,0,0
2,2,0,37,2,20,0,0,0
1,7,0,1,3,30,11,0,1
7,5,1,22,0,10,1,2,0
1,7,1,20,3,30,10,0,0
1,9,0,49,4,32,4,1,1
1,3,0,31,2,28,7,1,0
0,3,1,6,4,17,5,1,1
1,3,0,15,4,32,8,1,1
0,6,0,27,1,8,9,1,0
5,4,0,27,2,9,10,1,0
7,6,0,21,0,10,0,1,1
5,7,0,24,0,2,6,1,1
1,7,0,20,4,32,0,2,1
5,7,0,33,0,2,4,0,0
6,0,0,36,2,37,1,2,0
7,5,0,14,1,16,1,1,1
7,3,0,27,2,19,6,0,0
1,1,0,47,1,26,9,1,1
4,0,0,37,0,27,4,0,1
4,8,0,16,2,33,7,0,1
0,3,1,10,0,3,10,1,1
2,9,1,2,0,11,10,0,0
1,4,0,16,3,30,10,1,1
1,3,0,34,0,25,9,0,0
2,9,1,16,1,18,3,1,0
1,8,0,33,2,28,3,1,0
3,0,1,29,2,4,3,1,1
0,4,0,10,1,8,1,1,0
4,9,0,16,3,35,10,0,0
2,4,1,5,4,24,3,1,1
5,4,0,20,0,2,0,2,0
2,6,1,28,0,11,11,1,0
2,8,0,50,1,18,8,0,0
4,7,0,48,3,35,3,0,1
1,4,0,34,3,30,8,0,1
0,3,1,41,3,15,10,0,0
7,6,0,35,1,16,9,1,1
1,5,0,14,1,26,8,1,0
2,4,0,1,4,24,9,1,0
1,7,0,7,1,26,7,0,0
5,7,0,19,3,13,0,2,0
2,7,1,23,0,11,9,0,1
1,6,1,16,4,32,4,0,0
2,7,0,49,4,24,11,1,0
7,3,0,39,3,21,11,0,1
3,4,1,1,1,1,1,1,0
4,2,0,29,3,35,11,0,1
1,4,1,18,1,26,2,0,0
6,1,1,50,1,34,0,1,1
1,9,1,20,3,30,1,1,1
7,5,1,11,3,21,7,0,1
1,3,1,44,3,30,10,0,0
2,6,0,43,0,11,11,1,0
4,1,0,2,4,36,7,0,0
2,5,1,39,2,20,0,0,0
1,9,1,38,0,25,8,1,0
2,4,0,49,4,24,5,1,1
1,5,1,22,4,32,9,1,1
6,4,0,22,3,38,5,1,1
1,4,1,21,0,25,4,0,1
7,1,0,22,4,23,11,0,0
7,9,0,51,0,10,9,0,0
4,4,0,48,0,27,8,0,1
7,6,0,4,1,16,7,1,1
1,6,1,9,2,28,2,0,1
4,4,0,14,4,36,10,0,1
3,8,1,36,0,0,10,0,1
1,4,0,46,3,30,4,1,1
1,3,1,43,3,30,10,0,0
3,5,0,47,2,4,10,1,0
7,7,1,34,4,23,2,1,0
2,4,0,42,0,11,1,0,1
3,4,0,18,2,4,11,0,0
1,6,0,34,2,28,1,2,0
5,0,0,15,4,14,3,0,0
1,6,1,29,3,30,11,1,0
3,4,0,15,4,7,9,0,0
2,8,1,47,3,22,3,1,0
7,9,1,25,2,19,9,1,0
6,7,0,22,2,37,0,0,0
2,6,0,51,3,22,11,1,0
1,5,0,36,2,28,0,0,0
0,5,0,14,0,3,2,0,1
4,7,0,13,1,31,0,2,0
7,4,0,12,2,19,9,0,0
2,6,0,25,3,22,7,0,0
3,0,0,30,1,1,1,2,1
4,4,0,0,0,27,8,1,1
7,5,1,9,3,21,3,0,0
7,3,0,7,0,10,2,1,1
1,0,1,44,4,32,8,0,0
1,4,0,17,2,28,3,0,1
1,7,0,4,1,26,5,1,0
2,4,0,44,4,24,6,0,0
1,5,0,40,0,25,2,1,0
5,4,1,18,2,9,9,1,0
5,6,1,32,4,14,11,1,0
4,3,0,20,4,36,7,0,0
1,7,0,17,4,32,0,0,1
4,7,0,44,0,27,11,0,1
2,3,1,33,3,22,1,2,1
5,4,0,29,0,2,10,1,0
5,4,1,34,2,9,8,0,1
2,5,0,7,4,24,0,2,1
2,4,0,4,1,18,6,1,0
1,3,1,11,3,30,6,1,0
1,4,1,1,2,28,3,1,1
1,4,0,34,4,32,4,0,0
3,5,0,28,4,7,1,2,0
1,8,0,44,4,32,0,0,1
0,5,0,35,0,3,0,2,0
1,7,0,36,3,30,0,1,0
0,5,0,48,4,17,9,0,1
5,1,1,37,3,13,8,1,1
3,5,0,50,0,0,8,0,0
1,6,0,27,1,26,0,0,0
0,9,0,46,4,17,7,0,1
1,6,1,50,4,32,8,1,0
1,4,0,44,3,30,1,2,1
6,4,0,12,1,34,1,0,1
1,9,1,24,0,25,11,1,0
1,2,1,22,1,26,1,2,1
4,4,0,34,2,33,5,1,0
6,9,0,7,2,37,11,1,0
2,2,0,13,2,20,7,1,0
1,6,1,49,2,28,10,0,1
1,9,0,49,4,32,2,1,0
1,3,0,6,4,32,6,1,1
3,7,0,39,1,1,2,2,0
7,8,0,1,0,10,0,1,0
1,6,1,32,1,26,6,0,0
1,2,0,22,3,30,2,0,1
1,2,0,25,0,25,0,1,0
4,8,0,29,1,31,4,0,0
1,1,1,45,2,28,11,0,1
4,5,0,46,1,31,1,1,1
2,4,0,14,3,22,6,0,1
3,2,0,38,0,0,10,1,0
2,6,0,49,3,22,8,0,1
1,3,1,37,2,28,1,1,0
1,6,1,21,3,30,8,0,1
1,5,0,6,0,25,0,0,0
1,3,1,27,0,25,4,0,0
1,6,0,27,0,25,8,1,1
3,6,0,39,4,7,5,1,0
1,6,0,18,3,30,5,0,1
1,5,0,33,3,30,8,1,1
1,9,0,49,0,25,4,1,0
3,5,0,35,0,0,1,0,1
2,5,0,36,1,18,0,2,0
3,3,0,17,0,0,0,0,0
1,5,0,51,1,26,7,1,0
2,1,0,0,4,24,10,1,0
3,0,1,12,1,1,3,1,0
3,4,0,13,3,5,5,1,0
1,0,1,8,1,26,3,0,0
3,3,0,37,3,5,1,2,1
3,2,0,12,3,5,3,0,0
2,5,1,20,2,20,8,1,1
4,5,0,12,3,35,7,1,1
1,4,1,23,0,25,6,1,0
1,6,1,0,1,26,9,0,1
7,4,1,42,2,19,8,1,0
4,4,0,48,2,33,2,0,1
1,5,1,35,0,25,2,1,1
3,8,0,40,2,4,11,0,0
0,5,1,36,1,8,0,2,0
3,7,1,2,4,7,2,1,1
4,7,0,18,3,35,11,1,1
3,7,1,0,1,1,9,1,0
1,0,1,32,4,32,5,1,1
7,5,0,0,4,23,6,0,1
2,0,1,3,0,11,4,0,0
3,5,1,2,4,7,3,1,1
1,6,0,26,1,26,5,0,0
7,5,0,38,4,23,2,2,1
3,5,0,8,1,1,11,1,1
1,1,0,20,1,26,2,0,0
1,3,0,18,1,26,5,1,0
3,0,0,30,3,5,11,0,0
1,6,1,8,1,26,1,2,0
2,4,1,7,4,24,6,0,1
6,3,0,32,3,38,11,1,0
6,7,0,11,1,34,3,1,0
3,5,0,10,2,4,7,1,0
2,5,1,38,4,24,4,1,0
3,4,0,9,3,5,8,0,1
1,4,0,1,2,28,0,2,1
1,4,1,14,3,30,8,0,1
2,4,0,29,3,22,7,0,1
0,5,1,46,0,3,5,1,1
7,0,1,38,0,10,5,1,1
1,7,1,40,0,25,0,2,1
1,7,0,2,0,25,1,0,1
0,6,1,23,0,3,6,1,0
7,5,0,10,0,10,4,1,0
2,7,1,31,1,18,2,0,0
1,4,1,45,1,26,4,1,0
7,4,0,50,0,10,5,0,1
5,7,1,0,1,6,4,1,0
3,4,1,0,2,4,2,0,1
3,7,1,4,4,7,3,1,1
1,3,0,20,2,28,2,1,1
0,6,0,19,3,15,0,2,0
4,4,0,31,0,27,10,0,1
4,7,0,13,3,35,0,0,1
1,4,1,38,2,28,4,0,1
1,9,0,33,4,32,2,0,0
3,3,0,42,1,1,4,0,1
6,2,0,27,1,34,6,1,0
1,3,0,25,0,25,7,1,1
6,4,0,45,0,29,4,0,1
4,5,0,2,3,35,5,1,0
3,5,1,7,0,0,1,1,0
4,4,1,30,0,27,0,1,1
0,4,0,22,0,3,6,1,0
7,5,0,43,4,23,5,0,0
4,1,1,27,4,36,7,0,1
2,8,1,11,2,20,11,0,0
3,3,0,7,4,7,5,1,1
0,4,1,42,1,8,10,1,0
6,7,0,19,4,39,2,1,1
0,8,1,39,2,12,0,2,1
1,4,1,44,3,30,8,1,1
2,1,1,14,1,18,7,0,0
7,5,1,5,2,19,5,0,1
6,6,1,25,3,38,7,1,1
3,4,1,49,4,7,6,0,0
1,6,1,41,4,32,0,2,0
3,7,0,13,1,1,0,0,0
2,1,0,38,1,18,8,1,0
1,0,1,16,2,28,6,0,1
5,4,1,51,0,2,8,0,0
4,3,1,31,2,33,10,1,0
5,9,0,11,1,6,0,0,0
1,9,0,15,3,30,11,0,0
3,4,1,21,0,0,0,1,0
2,4,1,30,2,20,3,0,0
1,7,1,12,1,26,11,0,0
6,2,0,44,0,29,7,1,1
7,5,0,5,2,19,2,1,0
3,9,1,5,3,5,7,1,1
7,7,0,11,2,19,4,1,1
1,4,0,37,3,30,9,1,1
4,5,1,12,2,33,3,1,1
2,6,0,16,1,18,0,2,1
4,2,0,31,2,33,0,1,1
4,4,1,33,2,33,7,1,1
1,3,1,21,3,30,2,0,1
6,4,0,5,1,34,10,1,0
1,4,1,28,4,32,6,1,1
0,5,1,51,1,8,5,0,1
1,5,1,33,3,30,1,0,0
6,8,0,22,0,29,10,1,0
1,6,1,43,3,30,1,1,0
3,0,1,4,3,5,1,2,0
1,3,1,50,4,32,7,0,1
1,6,0,28,3,30,0,2,0
4,6,1,40,2,33,2,0,0
6,5,1,15,3,38,0,0,1
2,2,1,47,0,11,1,2,0
2,5,1,6,1,18,11,1,1
3,6,0,23,3,5,5,1,0
1,5,1,5,0,25,4,0,0
1,6,1,36,3,30,5,1,1
1,0,1,19,0,25,1,2,0
3,6,0,42,4,7,10,0,1
4,4,0,20,0,27,9,1,0
1,3,0,28,4,32,4,0,0
0,6,0,20,1,8,9,1,1
5,5,1,9,0,2,0,1,1
6,5,1,35,2,37,3,0,0
6,6,1,29,2,37,0,2,0
2,5,1,3,2,20,9,1,0
2,8,0,28,3,22,11,1,0
3,8,0,51,2,4,6,0,1
5,6,1,12,0,2,11,0,1
0,4,0,39,2,12,3,0,1
2,8,0,32,3,22,6,0,1
1,3,0,20,4,32,4,0,1
2,2,0,39,0,11,0,2,0
1,5,1,25,0,25,8,0,0
3,6,0,13,1,1,2,0,0
1,4,0,24,3,30,2,1,0
2,4,0,51,2,20,4,0,0
3,8,0,32,2,4,3,0,0
7,4,0,45,3,21,2,0,1
3,7,0,50,2,4,4,1,0
4,5,1,16,4,36,4,1,1
2,5,1,39,3,22,10,1,1
7,4,0,27,0,10,4,1,0
4,6,0,20,4,36,11,1,0
3,5,0,2,4,7,11,0,1
7,3,0,25,0,10,5,0,0
1,7,0,9,4,32,7,0,1
2,5,0,7,0,11,4,0,0
2,3,0,32,1,18,0,1,0
2,4,0,3,0,11,8,0,0
1,5,1,12,1,26,3,1,1
1,1,0,31,1,26,8,0,0
7,4,1,22,4,23,1,0,0
5,8,0,32,2,9,7,1,1
1,3,1,0,3,30,2,1,0
7,4,0,38,3,21,4,0,0
4,5,0,17,4,36,4,1,1
1,8,0,7,2,28,3,0,0
3,4,0,30,3,5,11,0,0
1,9,0,48,3,30,8,1,0
4,5,1,31,3,35,10,1,1
7,3,0,50,2,19,5,1,0
0,1,0,24,4,17,9,1,1
1,6,0,14,0,25,0,2,1
1,6,0,32,2,28,2,0,0
2,0,1,50,3,22,3,0,1
1,5,0,43,0,25,0,0,1
1,5,1,22,4,32,11,0,0
1,2,0,4,0,25,0,2,0
1,8,1,4,2,28,4,1,0
6,5,0,13,3,38,4,0,1
1,3,1,18,4,32,8,1,0
1,9,0,51,4,32,8,0,0
3,3,1,22,2,4,2,1,0
3,4,1,39,0,0,9,1,0
1,6,0,24,1,26,10,1,1
0,5,1,47,4,17,0,0,1
1,4,1,2,2,28,1,2,1
1,5,0,38,0,25,0,2,0
7,6,1,15,0,10,11,1,1
3,4,0,45,1,1,0,2,0
1,7,0,42,4,32,4,0,1
1,6,0,1,1,26,1,0,1
7,3,0,24,2,19,3,0,0
7,2,0,36,0,10,9,1,1
1,5,1,49,1,26,10,1,0
1,4,0,13,2,28,11,0,0
3,4,0,31,3,5,8,0,1
2,4,0,46,4,24,10,1,0
6,7,0,10,1,34,1,1,1
4,4,0,48,2,33,8,0,1
1,4,1,15,2,28,4,1,1
2,0,0,41,2,20,5,0,1
1,5,1,3,3,30,10,0,1
1,9,0,37,0,25,3,0,0
1,6,0,22,3,30,7,0,0
6,5,0,4,0,29,3,1,0
1,6,1,38,2,28,2,0,1
0,5,0,50,2,12,2,0,0
1,4,0,17,1,26,4,1,0
6,7,1,16,3,38,11,0,0
6,3,0,43,3,38,3,0,0
7,3,1,47,4,23,2,0,0
1,4,1,2,2,28,9,1,1
3,4,0,18,1,1,5,1,1
4,6,1,39,0,27,8,0,0
1,6,0,38,3,30,4,1,0
1,5,0,39,1,26,2,0,0
2,8,0,49,0,11,9,1,0
1,4,0,17,4,32,11,1,1
3,5,0,4,0,0,1,0,0
4,5,0,40,3,35,6,1,1
2,5,0,45,2,20,3,0,0
1,5,0,10,1,26,3,1,0
4,1,0,40,4,36,6,1,0
1,0,0,16,0,25,5,0,0
3,6,1,4,1,1,9,0,0
3,4,0,6,3,5,5,0,1
1,6,0,12,0,25,4,0,0
2,9,0,34,4,24,3,0,0
1,5,1,3,0,25,4,0,0
2,6,1,11,0,11,2,1,0
1,8,0,33,2,28,6,1,0
4,6,0,32,4,36,1,2,0
4,8,1,9,4,36,9,0,0
7,6,1,2,0,10,10,0,1
3,2,1,28,0,0,3,0,0
2,6,0,48,4,24,5,1,0
2,3,0,45,0,11,2,1,1
6,7,0,10,3,38,4,1,0
1,9,0,32,3,30,7,1,1
1,5,1,31,4,32,5,1,0
3,5,1,31,3,5,9,0,0
1,8,0,27,0,25,8,0,0
1,4,0,44,2,28,0,2,0
1,0,0,42,2,28,9,1,0
7,3,0,42,2,19,11,0,0
5,6,1,40,4,14,7,1,0
3,5,1,13,3,5,2,0,1
1,4,0,10,0,25,1,0,0
1,6,0,39,1,26,0,0,0
3,5,1,15,1,1,9,0,0
1,4,1,7,4,32,5,0,0
1,5,0,22,1,26,3,1,1
7,6,0,27,4,23,5,0,1
1,5,1,34,4,32,0,2,1
2,6,0,18,4,24,0,2,0
3,7,0,20,0,0,4,0,0
0,8,0,6,4,17,0,0,0
7,6,0,4,0,10,10,0,1
2,3,1,19,2,20,2,2,0
1,1,1,25,3,30,5,0,1
2,4,0,48,2,20,3,0,0
1,9,1,51,0,25,8,0,0
4,4,0,14,3,35,1,2,0
3,1,1,44,3,5,10,1,0
1,0,0,34,0,25,3,0,0
4,5,0,36,3,35,8,0,1
7,7,1,27,1,16,6,0,0
7,2,1,45,1,16,1,2,1
1,4,0,11,3,30,8,0,0
1,4,1,11,3,30,6,1,0
3,3,0,28,1,1,2,1,1
7,6,1,6,3,21,6,0,1
4,3,1,3,1,31,3,1,0
3,0,1,11,0,0,8,1,1
3,6,0,18,3,5,1,1,0
7,3,1,28,4,23,1,1,1
1,9,0,40,1,26,4,1,1
3,8,1,34,4,7,3,0,1
1,3,0,1,4,32,8,1,1
3,0,1,9,1,1,2,0,0
1,5,0,5,0,25,11,1,0
0,5,0,14,1,8,4,0,1
3,5,1,13,1,1,4,1,0
5,3,0,31,4,14,6,1,1
0,7,1,16,2,12,6,1,1
1,5,1,19,4,32,10,1,1
4,6,0,46,0,27,9,1,0
2,5,1,21,0,11,10,0,1
1,4,0,26,2,28,9,0,1
3,5,0,34,0,0,9,1,0
1,5,0,49,4,32,10,1,0
1,5,0,1,1,26,2,0,1
3,6,0,7,2,4,7,1,0
4,3,0,6,3,35,1,1,0
1,5,1,2,2,28,4,0,0
0,3,0,41,4,17,3,0,0
1,9,1,6,1,26,11,1,0
3,9,0,15,1,1,6,1,0
3,0,0,25,4,7,2,1,1
0,0,1,49,3,15,7,1,0
1,0,1,43,0,25,0,2,1
1,6,1,37,3,30,1,0,1
4,4,1,8,4,36,1,0,0
3,8,0,6,4,7,1,0,1
1,3,0,30,3,30,6,1,1
3,5,1,12,1,1,11,0,0
3,6,1,13,4,7,7,1,0
3,6,1,1,2,4,11,0,0
7,4,0,40,1,16,2,0,0
4,7,1,18,2,33,9,0,1
1,3,0,44,1,26,4,1,0
5,7,1,4,3,13,4,1,0
1,5,0,24,2,28,4,0,0
2,1,0,14,0,11,4,1,1
2,5,0,18,4,24,5,1,1
6,3,1,49,4,39,1,1,1
5,1,0,13,4,14,10,1,1
2,6,1,17,0,11,10,0,0
3,3,0,27,1,1,7,1,0
1,6,1,2,4,32,0,0,0
3,6,0,31,3,5,0,2,0
1,4,0,40,1,26,10,1,1
2,5,0,51,3,22,1,2,0
3,9,1,4,2,4,11,0,0
1,7,1,7,2,28,10,1,1
1,2,0,25,0,25,0,1,0
1,7,1,5,2,28,3,0,0
1,6,0,20,2,28,4,0,0
2,6,0,8,3,22,6,1,0
3,7,1,7,0,0,2,0,0
2,5,1,49,1,18,9,0,0
7,5,1,6,0,10,1,0,0
0,4,0,26,3,15,8,1,1
2,7,1,6,1,18,7,0,0
6,9,0,38,3,38,3,1,0
3,8,0,16,4,7,0,0,0
2,7,1,50,0,11,1,2,1
7,4,0,21,4,23,11,1,0
3,7,1,46,3,5,7,0,1
3,9,1,0,1,1,5,1,0
4,5,1,18,0,27,3,0,0
2,4,1,44,1,18,3,1,0
1,6,0,40,2,28,4,1,1
1,6,0,8,3,30,8,0,1
1,4,1,30,4,32,5,0,0
1,7,0,30,1,26,8,1,0
